,tconst,ordering_x,nconst_x,category_x,job_x,characters_x,titleType_x,primaryTitle_x,originalTitle_x,isAdult_x,startYear_x,endYear_x,runtimeMinutes_x,genres_x,primaryName_x,birthYear_x,deathYear_x,primaryProfession_x,knownForTitles_x,ordering_y,nconst_y,category_y,job_y,characters_y,titleType_y,primaryTitle_y,originalTitle_y,isAdult_y,startYear_y,endYear_y,runtimeMinutes_y,genres_y,primaryName_y,birthYear_y,deathYear_y,primaryProfession_y,knownForTitles_y
10,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",10,nm0300272,composer,,,movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Peter Gabriel,1950,,"soundtrack,composer,music_department","tt3774114,tt0199753,tt0910970,tt0252444"
11,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",1,nm0000546,actor,,"[""Birdy""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Matthew Modine,1959,,"actor,producer,director","tt0093058,tt0108122,tt1345836,tt2932536"
12,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705"
13,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",3,nm0363157,actor,,"[""Doctor Weiss""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",John Harkins,1932,1999,actor,"tt0081974,tt0059978,tt0086969,tt0078841"
14,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",4,nm0056310,actor,,"[""Mr. Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Sandy Baron,1936,2001,"actor,writer","tt0104922,tt0091954,tt0099703,tt0110329"
15,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",5,nm0000570,director,,,movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Alan Parker,1944,,"director,writer,soundtrack","tt0077928,tt0116250,tt0101605,tt0095647"
16,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",6,nm0923607,writer,based on the novel by,,movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",William Wharton,1925,2008,writer,"tt0102443,tt0097142,tt0086969"
17,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",7,nm0472255,writer,screenplay,,movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Sandy Kroopf,,,"producer,writer,camera_department","tt0756591,tt0086969,tt0093638,tt0328589"
18,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",8,nm0066986,writer,screenplay,,movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Jack Behr,,,"actor,writer,producer","tt0100811,tt0093638,tt0106028,tt0086969"
19,tt0086969,2,nm0000115,actor,,"[""Al Columbato""]",movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",9,nm0550728,producer,producer,,movie,Birdy,Birdy,0.0,1984.0,,120,"Drama,War",Alan Marshall,1938,,producer,"tt0077928,tt0114436,tt0106582,tt0120201"
20,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",10,nm0007037,cinematographer,,,movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",John Bailey,1942,,"cinematographer,camera_department,director","tt0218817,tt0102864,tt0090022,tt0107206"
21,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",1,nm0000576,actor,,"[""Henry 'Hopper' Nash""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Sean Penn,1960,,"actor,director,producer","tt0327056,tt0315733,tt1013753,tt0112818"
22,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",2,nm0001527,actress,,"[""Caddie Winger""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Elizabeth McGovern,1961,,"actress,writer,producer","tt0081283,tt0087843,tt0099731,tt1606375"
23,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705"
24,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",4,nm0439482,actor,,"[""Mr. Nash""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",John Karlen,1933,,"actor,soundtrack","tt0083395,tt0065856,tt0067690,tt0059978"
25,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",5,nm0000907,director,,,movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Richard Benjamin,1938,,"actor,director,producer","tt0070291,tt0118954,tt0065528,tt0070909"
26,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",6,nm0460141,writer,written by,,movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Steve Kloves,1960,,"writer,producer,director","tt0106926,tt0097322,tt0185014,tt1201607"
27,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",7,nm0076810,producer,producer,,movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Alain Bernheim,1922,2009,"producer,actor","tt0087968,tt0084931,tt0124595,tt0082111"
28,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",8,nm0463385,producer,producer,,movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",John Kohn,1925,2002,"writer,producer,miscellaneous","tt0091934,tt0056397,tt0059043,tt0070791"
29,tt0087968,3,nm0000115,actor,,"[""Nicky"",""Bud""]",movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",9,nm0006115,composer,,,movie,Racing with the Moon,Racing with the Moon,0.0,1984.0,,108,"Comedy,Drama,Romance",Dave Grusin,1934,,"music_department,soundtrack,composer","tt0073802,tt0084805,tt0106918,tt0061722"
30,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",10,nm0909283,editor,,,movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Rit Wallis,1958,1991,"editor,editorial_department,sound_department","tt0082782,tt0093654,tt0088210,tt0084635"
31,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705"
32,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",2,nm0197664,actress,,"[""Margaret""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Cynthia Dale,1961,,"actress,producer","tt0090530,tt0082782,tt0093565,tt0271732"
33,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",3,nm0001626,actor,,"[""Knox""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Christopher Plummer,1929,,"actor,soundtrack,producer","tt3704050,tt1532503,tt0140352,tt5294550"
34,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",4,nm0622544,actor,,"[""Bill""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",David Naughton,1951,,"actor,soundtrack,music_department","tt0100688,tt1698657,tt0165710,tt0082010"
35,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",5,nm0418986,director,,,movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Charles Jarrott,1927,2011,"director,actor,producer","tt0169214,tt0341798,tt0064030,tt0110902"
36,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",6,nm0101147,writer,,,movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Douglas Bowie,,,writer,"tt0090769,tt0093196,tt0070848,tt0343259"
37,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",7,nm0447190,producer,producer,,movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",John Kemeny,1925,2012,"producer,editor,director","tt0082484,tt0071155,tt0093075,tt0222807"
38,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",8,nm0916276,composer,,,movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Roger Webb,1934,2002,"composer,music_department,soundtrack","tt0405336,tt0118749,tt0211933,tt0408839"
39,tt0090769,1,nm0000115,actor,,"[""Ned Hanlan""]",movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",9,nm0005798,cinematographer,,,movie,The Boy in Blue,The Boy in Blue,0.0,1986.0,,100,"Biography,Drama,Sport",Pierre Mignot,1944,,"cinematographer,camera_department,director","tt0090648,tt0216216,tt0401085,tt0087683"
40,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",10,nm0005675,cinematographer,director of photography,,movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Jordan Cronenweth,1935,1996,"cinematographer,camera_department,actor","tt0100685,tt0091738,tt0083658,tt0080360"
41,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",1,nm0000678,actress,,"[""Peggy Sue""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Kathleen Turner,1954,,"actress,producer,soundtrack","tt0098621,tt0088011,tt0091738,tt0082089"
42,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705"
43,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",3,nm0587944,actor,,"[""Richard Norvik""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Barry Miller,1958,,"actor,soundtrack","tt0076666,tt0091738,tt0095497,tt0080716"
44,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",4,nm0382819,actress,,"[""Carol Heath""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Catherine Hicks,1951,,"actress,soundtrack","tt0092007,tt0091738,tt0094862,tt0115083"
45,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",5,nm0000338,director,,,movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Francis Ford Coppola,1939,,"producer,director,writer","tt0068646,tt0078788,tt0071562,tt0071360"
46,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",6,nm0500090,writer,written by,,movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Jerry Leichtling,1948,,"writer,music_department,producer","tt0091738,tt0246719,tt0212543,tt0109306"
47,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",7,nm0765403,writer,written by,,movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Arlene Sarner,,,"writer,producer","tt0246719,tt0109306,tt0091738,tt0255132"
48,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",8,nm0348612,producer,producer,,movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Paul R. Gurian,,,"producer,writer,composer","tt0114851,tt0096073,tt0091738,tt0106307"
49,tt0091738,2,nm0000115,actor,,"[""Charlie Bodell""]",movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",9,nm0000290,composer,,,movie,Peggy Sue Got Married,Peggy Sue Got Married,0.0,1986.0,,103,"Comedy,Drama,Fantasy",John Barry,1933,2011,"music_department,soundtrack,composer","tt0111255,tt0093428,tt0089755,tt0099348"
50,tt0093565,2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",10,nm0518470,editor,,,movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Lou Lombardo,1932,2002,"editor,editorial_department,producer","tt0078446,tt0065214,tt0098554,tt0093565"
51,tt0093565,2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",1,nm0000333,actress,,"[""Loretta Castorini""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Cher,1946,,"soundtrack,actress,director","tt0093565,tt1126591,tt0086312,tt0100140"
52,tt0093565,2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705"
53,tt0093565,2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",3,nm0001156,actress,,"[""Rose Castorini""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Olympia Dukakis,1931,,"actress,producer","tt0093565,tt0098384,tt0419843,tt0491747"
54,tt0093565,2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",4,nm0000732,actor,,"[""Mr. Johnny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Danny Aiello,1933,,"actor,producer,soundtrack","tt0110413,tt0097216,tt0093565,tt0102070"
55,tt0093565,2,nm0000115,actor,,"[""Ronny Cammareri""]",movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Nicolas Cage,1964,,"actor,producer,soundtrack","tt0119094,tt0117500,tt0113627,tt0435705",5,nm0422484,director,,,movie,Moonstruck,Moonstruck,0.0,1987.0,,102,"Comedy,Drama,Romance",Norman Jewison,1926,,"producer,director,actor","tt0067093,tt0093565,tt0174856,tt0061811"
